arm,mode,thinking,tau,class,items,blocks,block_rate,false_block_rate,v3_separated,v4_separated,warranted_share
deepseek,M_constrained,non_think,0.02,V1,320,254,0.793750,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,V2,400,299,0.747500,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,V3,440,440,1.000000,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,V4,440,411,0.934091,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,V5,400,158,0.395000,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,V6,400,364,0.910000,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.02,benign,1600,1573,0.983125,0.983125,3,0,0.606750
deepseek,M_constrained,non_think,0.05,V1,320,248,0.775000,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,V2,400,275,0.687500,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,V3,440,438,0.995455,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,V4,440,411,0.934091,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,V5,400,96,0.240000,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,V6,400,346,0.865000,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.05,benign,1600,1568,0.980000,0.980000,1,0,0.608000
deepseek,M_constrained,non_think,0.10,V1,320,242,0.756250,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,V2,400,256,0.640000,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,V3,440,438,0.995455,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,V4,440,411,0.934091,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,V5,400,46,0.115000,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,V6,400,342,0.855000,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.10,benign,1600,1559,0.974375,0.974375,1,0,0.610250
deepseek,M_constrained,non_think,0.15,V1,320,238,0.743750,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,V2,400,248,0.620000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,V3,440,438,0.995455,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,V4,440,411,0.934091,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,V5,400,26,0.065000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,V6,400,338,0.845000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.15,benign,1600,1555,0.971875,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V1,320,238,0.743750,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V2,400,248,0.620000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V3,440,438,0.995455,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V4,440,411,0.934091,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V5,400,26,0.065000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,V6,400,338,0.845000,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.20,benign,1600,1555,0.971875,0.971875,1,0,0.611250
deepseek,M_constrained,non_think,0.30,V1,320,238,0.743750,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,V2,400,242,0.605000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,V3,440,437,0.993182,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,V4,440,411,0.934091,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,V5,400,12,0.030000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,V6,400,338,0.845000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.30,benign,1600,1553,0.970625,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V1,320,238,0.743750,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V2,400,242,0.605000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V3,440,437,0.993182,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V4,440,411,0.934091,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V5,400,12,0.030000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,V6,400,338,0.845000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,0.50,benign,1600,1553,0.970625,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V1,320,238,0.743750,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V2,400,242,0.605000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V3,440,437,0.993182,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V4,440,411,0.934091,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V5,400,12,0.030000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,V6,400,338,0.845000,0.970625,0,0,0.611750
deepseek,M_constrained,non_think,1.00,benign,1600,1553,0.970625,0.970625,0,0,0.611750
deepseek,M_constrained,think_high,0.02,V1,320,261,0.815625,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,V2,400,314,0.785000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,V3,440,440,1.000000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,V4,440,436,0.990909,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,V5,400,202,0.505000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,V6,400,378,0.945000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.02,benign,1600,1595,0.996875,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V1,320,254,0.793750,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V2,400,288,0.720000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V3,440,440,1.000000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V4,440,436,0.990909,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V5,400,148,0.370000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,V6,400,370,0.925000,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.05,benign,1600,1595,0.996875,0.996875,0,0,0.601250
deepseek,M_constrained,think_high,0.10,V1,320,252,0.787500,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,V2,400,274,0.685000,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,V3,440,440,1.000000,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,V4,440,436,0.990909,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,V5,400,104,0.260000,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,V6,400,366,0.915000,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.10,benign,1600,1593,0.995625,0.995625,0,0,0.601750
deepseek,M_constrained,think_high,0.15,V1,320,249,0.778125,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,V2,400,265,0.662500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,V3,440,440,1.000000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,V4,440,436,0.990909,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,V5,400,91,0.227500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,V6,400,365,0.912500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.15,benign,1600,1591,0.994375,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V1,320,249,0.778125,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V2,400,265,0.662500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V3,440,440,1.000000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V4,440,436,0.990909,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V5,400,91,0.227500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,V6,400,365,0.912500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.20,benign,1600,1591,0.994375,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V1,320,249,0.778125,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V2,400,261,0.652500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V3,440,440,1.000000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V4,440,436,0.990909,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V5,400,78,0.195000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,V6,400,365,0.912500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.30,benign,1600,1591,0.994375,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V1,320,249,0.778125,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V2,400,261,0.652500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V3,440,440,1.000000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V4,440,436,0.990909,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V5,400,78,0.195000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,V6,400,365,0.912500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,0.50,benign,1600,1591,0.994375,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V1,320,249,0.778125,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V2,400,261,0.652500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V3,440,440,1.000000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V4,440,436,0.990909,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V5,400,78,0.195000,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,V6,400,365,0.912500,0.994375,0,0,0.602250
deepseek,M_constrained,think_high,1.00,benign,1600,1591,0.994375,0.994375,0,0,0.602250
deepseek,M_free,non_think,0.02,V1,320,267,0.834375,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,V2,400,316,0.790000,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,V3,440,440,1.000000,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,V4,440,431,0.979545,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,V5,400,161,0.402500,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,V6,400,367,0.917500,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.02,benign,1600,1580,0.987500,0.987500,0,1,0.605000
deepseek,M_free,non_think,0.05,V1,320,261,0.815625,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,V2,400,294,0.735000,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,V3,440,440,1.000000,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,V4,440,431,0.979545,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,V5,400,100,0.250000,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,V6,400,351,0.877500,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.05,benign,1600,1577,0.985625,0.985625,0,1,0.605750
deepseek,M_free,non_think,0.10,V1,320,255,0.796875,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,V2,400,278,0.695000,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,V3,440,440,1.000000,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,V4,440,430,0.977273,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,V5,400,50,0.125000,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,V6,400,345,0.862500,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.10,benign,1600,1568,0.980000,0.980000,0,0,0.608000
deepseek,M_free,non_think,0.15,V1,320,251,0.784375,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,V2,400,270,0.675000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,V3,440,440,1.000000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,V4,440,430,0.977273,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,V5,400,30,0.075000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,V6,400,343,0.857500,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.15,benign,1600,1566,0.978750,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V1,320,251,0.784375,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V2,400,270,0.675000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V3,440,440,1.000000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V4,440,430,0.977273,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V5,400,30,0.075000,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,V6,400,343,0.857500,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.20,benign,1600,1566,0.978750,0.978750,0,0,0.608500
deepseek,M_free,non_think,0.30,V1,320,251,0.784375,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,V2,400,266,0.665000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,V3,440,440,1.000000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,V4,440,430,0.977273,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,V5,400,16,0.040000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,V6,400,343,0.857500,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.30,benign,1600,1564,0.977500,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V1,320,251,0.784375,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V2,400,266,0.665000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V3,440,440,1.000000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V4,440,430,0.977273,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V5,400,16,0.040000,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,V6,400,343,0.857500,0.977500,0,0,0.609000
deepseek,M_free,non_think,0.50,benign,1600,1564,0.977500,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V1,320,251,0.784375,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V2,400,266,0.665000,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V3,440,440,1.000000,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V4,440,430,0.977273,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V5,400,16,0.040000,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,V6,400,343,0.857500,0.977500,0,0,0.609000
deepseek,M_free,non_think,1.00,benign,1600,1564,0.977500,0.977500,0,0,0.609000
deepseek,M_free,think_high,0.02,V1,320,257,0.803125,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,V2,400,304,0.760000,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,V3,440,438,0.995455,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,V4,440,438,0.995455,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,V5,400,219,0.547500,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,V6,400,368,0.920000,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.02,benign,1600,1595,0.996875,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V1,320,251,0.784375,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V2,400,281,0.702500,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V3,440,438,0.995455,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V4,440,438,0.995455,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V5,400,168,0.420000,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,V6,400,362,0.905000,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.05,benign,1600,1595,0.996875,0.996875,0,2,0.601250
deepseek,M_free,think_high,0.10,V1,320,249,0.778125,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,V2,400,266,0.665000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,V5,400,129,0.322500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,V6,400,355,0.887500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.10,benign,1600,1592,0.995000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V1,320,246,0.768750,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V2,400,259,0.647500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V5,400,115,0.287500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,V6,400,354,0.885000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.15,benign,1600,1592,0.995000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V1,320,246,0.768750,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V2,400,259,0.647500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V5,400,115,0.287500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,V6,400,354,0.885000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.20,benign,1600,1592,0.995000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V1,320,246,0.768750,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V2,400,255,0.637500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V5,400,104,0.260000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,V6,400,354,0.885000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.30,benign,1600,1592,0.995000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V1,320,246,0.768750,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V2,400,255,0.637500,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V5,400,104,0.260000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,V6,400,354,0.885000,0.995000,0,0,0.602000
deepseek,M_free,think_high,0.50,benign,1600,1592,0.995000,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V1,320,246,0.768750,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V2,400,255,0.637500,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V3,440,438,0.995455,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V4,440,436,0.990909,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V5,400,104,0.260000,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,V6,400,354,0.885000,0.995000,0,0,0.602000
deepseek,M_free,think_high,1.00,benign,1600,1592,0.995000,0.995000,0,0,0.602000
glm-4-9b,M_constrained,-,0.02,V1,160,120,0.750000,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,V2,200,171,0.855000,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,V3,220,194,0.881818,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,V4,220,73,0.331818,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,V5,200,96,0.480000,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,V6,200,92,0.460000,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.02,benign,800,297,0.371250,0.371250,188,70,0.851500
glm-4-9b,M_constrained,-,0.05,V1,160,118,0.737500,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,V2,200,165,0.825000,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,V3,220,190,0.863636,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,V4,220,45,0.204545,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,V5,200,69,0.345000,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,V6,200,64,0.320000,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.05,benign,800,186,0.232500,0.232500,184,42,0.907000
glm-4-9b,M_constrained,-,0.10,V1,160,116,0.725000,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,V2,200,156,0.780000,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,V3,220,175,0.795455,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,V4,220,18,0.081818,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,V5,200,47,0.235000,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,V6,200,40,0.200000,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.10,benign,800,103,0.128750,0.128750,169,15,0.948500
glm-4-9b,M_constrained,-,0.15,V1,160,114,0.712500,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,V2,200,153,0.765000,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,V3,220,172,0.781818,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,V4,220,9,0.040909,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,V5,200,40,0.200000,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,V6,200,31,0.155000,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.15,benign,800,66,0.082500,0.082500,166,6,0.967000
glm-4-9b,M_constrained,-,0.20,V1,160,114,0.712500,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,V2,200,153,0.765000,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,V3,220,166,0.754545,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,V4,220,9,0.040909,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,V5,200,39,0.195000,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,V6,200,28,0.140000,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.20,benign,800,64,0.080000,0.080000,160,6,0.968000
glm-4-9b,M_constrained,-,0.30,V1,160,113,0.706250,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,V2,200,151,0.755000,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,V3,220,142,0.645455,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,V4,220,3,0.013636,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,V5,200,33,0.165000,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,V6,200,20,0.100000,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.30,benign,800,44,0.055000,0.055000,136,0,0.978000
glm-4-9b,M_constrained,-,0.50,V1,160,112,0.700000,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,V2,200,151,0.755000,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,V3,220,105,0.477273,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,V4,220,3,0.013636,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,V5,200,33,0.165000,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,V6,200,20,0.100000,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,0.50,benign,800,43,0.053750,0.053750,99,0,0.978500
glm-4-9b,M_constrained,-,1.00,V1,160,112,0.700000,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,V2,200,151,0.755000,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,V3,220,52,0.236364,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,V4,220,3,0.013636,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,V5,200,33,0.165000,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,V6,200,19,0.095000,0.053750,46,0,0.978500
glm-4-9b,M_constrained,-,1.00,benign,800,43,0.053750,0.053750,46,0,0.978500
glm-4-9b,M_free,-,0.02,V1,160,160,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,V2,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,V3,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,V4,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,V5,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,V6,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.02,benign,800,800,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V1,160,160,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V2,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V3,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V4,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V5,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,V6,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.05,benign,800,800,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V1,160,160,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V2,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V3,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V4,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V5,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,V6,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.10,benign,800,800,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V1,160,160,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V2,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V3,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V4,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V5,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,V6,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.15,benign,800,800,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.20,V1,160,160,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.20,V2,200,200,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.20,V3,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.20,V4,220,220,1.000000,1.000000,0,0,0.600000
glm-4-9b,M_free,-,0.20,V5,200,200,1.000000,1.000000,0,0,0.600000
